|------
|KODIKOS_OUSIAS|ONOMA_OUSIAS|ARITHMOS_ASTHENON|ARITHMOS_FARMAKON
|DO-11257|Tiotropium Bromide Monohydrate|0|37
|DO-04368|Dry Extract From Devil&#039;s Claw Root Corresponding T|0|1
|DO-10640|Stannous Chloride|0|1
|DO-06928|Lepidoglyphus Destructor Extract|0|2
|DO-01002|Argentum Metallicum Praeparatum Dil. D6 Aquos., As|0|1
|DO-08476|Ofatumumab|0|4
|DO-03178|Citrullus Colocynthis Dil. D 4, Daphne Mezereum Di|0|1
|DO-01767|Berberis Vulgaris D3, Solidago Virgaurea D3|0|1
|DO-06097|Hesperidin, Diosmin, Micronized|0|1
|DO-07859|Metamizole Sodium, Triacetonamine Tosilate|0|2
|DO-09791|Retinol Palmitate, Ergocalciferol|0|2
|DO-00387|Alfa-Terpineol, Rosemary Oil, Cineole, Sylvestris |0|2
|DO-12034|[166ho]holmium Chloride Precursor|0|1
|DO-05095|European Goldenrod Dry Extract (5-7:1)|0|2
|DO-09174|Plantago Lanceolatae Folium Dry Extract|0|2
|DO-11417|Triticum Aestivum, Phleum Pratense, Holcus Lanatus|0|1
|DO-01984|Bisphenol A-Glycidyl Methacrylate|0|1
|DO-08557|Orthosiphon Stamineus|0|1
|DO-10800|Sulfur Dil. D30, Sulfur Dil. D200, Sulfur Dil. D12|0|1
|DO-07088|Lidocaine Hydrochloride Monohydrate, Noradrenaline|0|1
|DO-01162|Artemisia Absinthium Ø, Achillea Millefolium, Flos|0|1
|DO-06257|Hydrocortisone Acetate, Lidocaine Hydrochloride|0|5
|DO-02595|Carvedilol, Hydrochlorothiazide|0|1
|DO-09951|Rucaparib|0|4
|DO-03717|Dabigatran Etexilate Mesilate|0|96
|DO-05510|Fosfomycin Calcium|0|1
|DO-00547|Aluminium Phosphate, Diphtheria Toxoid Adsorbed On|0|13
|DO-05255|Ferric Hydroxide Polymaltose Complex|0|11
|DO-09334|Potassium Hydroxide, Dipotassium Hydrogen Phosphat|0|2
|DO-04688|Efbemalenograstim Alfa|0|4
|DO-02144|Buprenorphine Hydrochloride|0|66
|DO-08717|Paracetamol, Grindelia Soft Hydroalcoholic Extract|0|1
|DO-10960|Temsirolimus|0|5
|DO-07248|Lithium Citrate|0|2
|DO-03498|Coriander, Fennel, Bitter, Gentian Root, Ocimum Ba|0|1
|DO-06417|Ibuprofen, Codeine Phosphate Hemihydrate|0|19
|DO-02755|Cetuximab|0|4
|DO-10111|Selenium D6, Digitalis Purpurea Dil. D4, Chimaphil|0|1
|DO-03877|Dexamethasone Sodium Phosphate|0|170
|DO-05670|Gemfibrozil|0|24
|DO-05415|Fluorouracil|0|100
|DO-09494|Propolis Extract|0|2
|DO-04848|Equisetum Arvense Silicea Cultum Rh Dil. D3|0|2
|DO-02304|Calcium Gluconate, Calcium Laevulinate|0|1
|DO-08877|Perch|0|1
|DO-08028|Mistletoe Extract|0|1
|DO-01319|Aspergillus Fumigatus Fresen., Whole, Aspergillus |0|17
|DO-07411|Magnesium Chloride Hexahydrate, Calcium Chloride D|0|3
|DO-06577|Ipratropium Bromide, Salbutamol|0|41
|DO-02915|Chlorhexidine Gluconate, Hydrogen Peroxide Solutio|0|1
|DO-11586|Valerianae Tinctura (1:5), Convallariae Tinctura T|0|1
|DO-10271|Siponimod|0|4
|DO-04037|Dihydrocodeine Tartrate|0|30
|DO-05830|Glycine, L-Cysteine Hcl, L-Tryptophan, L-Arginine,|0|1
|DO-10969|Teprotumumab|0|3
|DO-09654|Quercus Robur/Petraea E Cortice, Decoctum La 10% (|0|1
|DO-09037|Phosphocreatine Sodium|0|6
|DO-00714|Ammonium Iodatum Dil. D4, Grindelia Robusta Dil. D|0|1
|DO-08188|Naphazoline Nitrate, Tyrothricin|0|1
|DO-01479|Avocado|0|7
|DO-07571|Mannitol, Histidine, Histidine Hydrochloride Monoh|0|1
|DO-00099|Acetylcysteine|0|370
|DO-11746|Veratrum Album D4, Acidum Arsenicosum D8, Citrullu|0|1
|DO-04197|Distilled Coal Tar|0|2
|DO-05990|Harpagophytum Procumbens Root|0|3
|DO-11129|Thymol, Soft Extract (3:1) From Thyme And Primula |0|1
|DO-10512|Sofosbuvir, Velpatasvir, Voxilaprevir|0|4
|DO-06800|Lachesis Mutus Dil. D8, Phytolacca Americana Dil. |0|2
|DO-00874|Apis Mellifica D4, Atropa Bella-Donna D4, Arnica M|0|3
|DO-08348|Nilotinib|0|141
|DO-03050|Cilastatin Sodium, Imipenem Monohydrate|0|43
|DO-01639|Bendroflumethiazide|0|18
|DO-07731|Menthae Piperitae Folium|0|10
|DO-00259|Aconitum Napellus D4|0|1
|DO-11906|White Beeswax, Tacrolimus Monohydrate|0|1
|DO-04967|Ethacridine Lactate, Albumin Tannate|0|1
|DO-11289|Tolfenamic Acid|0|5
|DO-04400|Dry Extract From Melissa Leaf (4-6:1), Extraction |0|1
|DO-01856|Betaxolol|0|13
|DO-10672|Stibium Metallicum Praeparatum Trit. D1|0|1
|DO-06960|Levocetirizine Dihydrochloride|0|182
|DO-01034|Argipressin Monoacetate|0|2
|DO-08508|Olodaterol|0|30
|DO-03210|Clindamycin|0|225
|DO-01799|Beta-Aescin|0|1
|DO-06129|Hop Strobile Dry Extract, Valerianae Radix Dry Ext|0|2
|DO-07891|Methanthelinium Bromide|0|1
|DO-02467|Candida Parapsilosis E Volumine Cellulae (Lyophil.|0|1
|DO-09823|Rhenium Sulfide Colloid (186re)|0|3
|DO-00419|Allergen Extract From Phleum Pratense Pollen, Glut|0|1
|DO-05127|Extract From Calendula Flower, Extraction Solvents|0|1
|DO-09206|Podophyllum Resin|0|1
|DO-11449|Trypsin, Bromelains, Rutoside Trihydrate|0|9
|DO-04560|Dry Extract Of Thyme (7-13:1), Extraction Solvent:|0|20
|DO-02016|Bornaprine Hydrochloride|0|2
|DO-08589|Oxolamine Citrate|0|2
|DO-10832|Sylimarin-Phospholipid Complex Containing 30% Of F|0|1
|DO-07120|Linaclotide|0|5
|DO-01194|Articulatio Interphalangea Bovis Gl Dil. D16 (Hab,|0|1
|DO-03370|Colchicine, Lactose.|0|1
|DO-06289|Hydrocortisone, Escherichia Coli (Inactivated)|0|2
|DO-02627|Causticum Hahnemanni Dil. D4, Delphinium Staphisag|0|1
|DO-09983|Saccharomyces Cerevisiae Extract|0|1
|DO-03749|Daphne Mezereum Dil. D 4, Marsdenia Cundurango Dil|0|1
|DO-05542|Frovatriptan Succinate Monohydrate|0|4
|DO-00579|Amanita Muscaria E Planta Tota Ferm 33b Dil. D6 (H|0|1
|DO-05287|Ferrum Oxydulatum Nigrum Dil. D6 (Hab, Vs. 6), Non|0|1
|DO-09366|Prasugrel Hydrobromide|0|4
|DO-04720|Emedastine|0|4
|DO-02176|Cactus Dil. D1, Leonurus Cardiaca Mother Tincture,|0|1
|DO-08749|Paraffin, Yellow Soft, Lanolin, Liquid Paraffin|0|1
|DO-07280|Lopinavir, Ritonavir|0|22
|DO-03530|Coxsackie Virus A9 Nosode D15, Coxsackie Virus A9 |0|1
|DO-06449|Iloprost Trometamol|0|28
|DO-02787|Chamomilla Recutita E Radice Ferm 33c Dil. D2 (Hab|0|1
|DO-10143|Sennae Folium, Dry Extract From Rhubarb (Der 3-5: |0|1
|DO-03909|Dexketoprofen|0|162
|DO-05702|Ginger Oil, Nutmeg Oil, Peppermint Oil, Cardamom O|0|1
|DO-05447|Fluticasone, Salmeterol|0|5
|DO-09526|Prunus Spinosa D5, Aqua Maris D3|0|1
|DO-02336|Calcium Pantothenate, Nicotinamide, Riboflavin, Th|0|2
|DO-08909|Peru Balsam, Zinc Oxide, Bismuth Oxide, Bismuth Su|0|2
|DO-08060|Mometasone Furoate, Glycopyrronium Bromide, Indaca|0|8
|DO-01351|Atorvastatin, Ezetimibe|0|208
|DO-07443|Magnesium Chloride Hexahydrate, Potassium Chloride|0|22
|DO-06609|Isoflurane|0|33
|DO-02947|Chloroseptyl|0|1
|DO-11618|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|11
|DO-10303|Sodium Ascorbate, Ferrous Sulfate Heptahydrate|0|1
|DO-04069|Dimeticone|0|6
|DO-05862|Gnaphalium Polycephalum (Hab 34) D10, Gnaphalium P|0|1
|DO-11001|Tetanus Toxoid Adsorbed On Aluminium Hydroxide, Hy|0|2
|DO-09686|Racementhol, Belladonna Tincture, Convallaria Tinc|0|1
|DO-00128|Acetylsalicylic Acid, Rosuvastatin|0|24
|DO-11775|Vigabatrin|0|34
|DO-04226|Docusate Sodium, Sorbitol (E420)|0|7
|DO-06019|Helleborus Foetidus D12 Aquos.|0|1
|DO-11158|Ticlopidine Hydrochloride|0|39
|DO-04269|Doxycycline|0|110
|DO-10541|Soft Extract Of Saw Palmetto (Der 9-11:1), Extract|0|13
|DO-06829|Lactobacillus Rhamnosus|0|5
|DO-00903|Apis Mellifica Dil. D4, Sepia Officinalis Dil. D 8|0|1
|DO-08377|Nitrofurantoin, Macrocrystalline|0|10
|DO-03079|Cimicifuga Racemosa Dil. D 2, Passiflora Incarnata|0|1
|DO-01668|Benzalkonium Chloride, Dexamethasone Sodium Phosph|0|1
|DO-07760|Menthol, Camphor, Eucalyptus Oil, Thymol, Turpenti|0|2
|DO-00288|Ademetionine|0|10
|DO-11935|Zanamivir|0|29
|DO-04996|Ethanol, Kalium Bichromicum Dil. D4, Carbo Vegetab|0|1
|DO-11318|Tramadol|0|5
|DO-04429|Dry Extract From Ribwort Plantain (Der 3-5: 1), Ex|0|21
|DO-01885|Betula, Corylus Avellana L., Carpinus Betulus L., |0|23
|DO-10701|Strophanthus Gratus Dil. D4, Cytisus Scoparius D3,|0|1
|DO-06989|Levomenthol, Camphor, Eucalyptus Oil, Thymol, Turp|0|3
|DO-01063|Arnica Montana Dil. D 2, Rhus Toxicodendron Dil D2|0|1
|DO-03239|Clofoctol|0|1
|DO-06158|Human Coagulation Factor X|0|1
|DO-02496|Captopril|0|71
|DO-09852|Rhus Toxicodendron Dil. D5, Spigelia Anthelmia Dil|0|1
|DO-00448|Allium Cepa Trit. D4|0|2
|DO-05156|Extract Of Fresh Maple Mistletoe Herb|0|1
|DO-09235|Polysorbate 20, Meglumine Benzoate|0|1
|DO-11478|Tyrothricin, Cetrimonium Bromide, Lidocaine|0|6
|DO-04589|Dulaglutide|0|4
|DO-02045|Brinzolamide, Timolol|0|47
|DO-08618|Oyster|0|8
|DO-10861|Talc, Zinc Oxide|0|1
|DO-07149|Liquid Extract (1:1.0-1.2) Of Cascara 500 Mg, Corr|0|1
|DO-03399|Colecalciferol, Cod-Liver Oil (Type B), Doconexent|0|1
|DO-06318|Hydroxychloroquine|0|1
|DO-02656|Cefixime|0|69
|DO-10012|Salicylic Acid, Diethylamine|0|1
|DO-03778|Deanol Acetamidobenzoate, Hesperidin Methyl Chalco|0|1
|DO-05571|Fusarium Spp.|0|2
|DO-00608|Ambrosia Artemisiifolia|0|43
|DO-05316|Festuca Elatior Pollen Extract|0|1
|DO-09395|Prednisone Micronised|0|2
|DO-04749|Enalapril, Lercanidipine|0|7
|DO-02205|Calcium Acetate Anhydrous|0|2
|DO-08778|Passiflora Incarnata Dil. D 3, Zincum Isovaleriani|0|1
|DO-07929|Methylprednisolone Aceponate|0|61
|DO-01220|Ascorbic Acid, Betacarotene, Biotin, Colecalcifero|0|1
|DO-03559|Crataegus Mother Tincture, Camphora Dil. D1|0|2
|DO-07312|Luffa Operculata Dil. D6, Sanicula Europea Dil. D6|0|2
|DO-06478|Indigo Carmine|0|21
|DO-02816|Chelidonium Majus Dil. D 6, Silybum Marianum Dil. |0|1
|DO-10172|Serenoa Repens Fructus, Extractum Spissum, Urtica |0|1
|DO-03938|Dextromethorphan Hydrobromide Monohydrate|0|7
|DO-05731|Givosiran|0|4
|DO-05476|Fomepizole|0|2
|DO-09555|Psychotria Ipecacuanha D3, Eupatorium Perfoliatum |0|1
|DO-02365|Calcium, Glucose, Lactic Acid, Magnesium, Potassiu|0|4
|DO-08938|Phenobarbital Sodium|0|10
|DO-00615|Ambroxol Hydrochloride, Clenbuterol Hydrochloride|0|9
|DO-08089|Mucopolysaccharide Polysulfuric Acid Ester, Salicy|0|9
|DO-01380|Atropa Belladonna E Fructibus Ferm 33a Dil. D4 (Ha|0|1
|DO-07472|Magnesium Hydroxide Bp|0|1
|DO-06638|Isosorbide Dinitrate|0|62
|DO-02976|Chlorphenamine Maleate, Phenylephrine Hydrochlorid|0|3
|DO-11647|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|150
|DO-10332|Sodium Chloride, Glucose Monohydrate, Magnesium Ac|0|5
|DO-04098|Diphenhydramine Hydrochloride|0|81
|DO-05891|Graphites Dil. D12, Centella Asiatica Dil. D4, Mah|0|1
|DO-11030|Tetracycline Hydrochloride, Triamcinolone Acetonid|0|2
|DO-09715|Rasagiline Mesilate|0|6
|DO-10413|Sodium Hydrogen Carbonate, Magnesium Chloride Hexa|0|1
|DO-09098|Pioglitazone|0|48
|DO-06701|Kalium Carbonicum Dil. D2, Spigelia Anthelmia D1, |0|1
|DO-00775|Anamirta Cocculus D4, Conium Maculatum D4, Petrole|0|1
|DO-08249|Nefopam Hydrochloride|0|45
|DO-01540|Bacitracin, Neomycin Sulfate, Polymyxin B Sulfate|0|1
|DO-07632|Meadow Grass Pollen|0|1
|DO-00160|Acidum Arsenicosum Dil. D6, Centella Asiatica Dil.|0|1
|DO-11807|Viscum Album (Tiliae) E Planta Tota Ferm 33f Dil. |0|1
|DO-04258|Doxazosin|0|101
|DO-06051|Hepar Sulfuris Trit. D 3, Atropinum Sulfuricum Tri|0|2
|DO-11190|Timolol, Brimonidine Tartrate|0|6
|DO-04301|Dropropizine, Potassium Guaiacolsulfonate|0|1
|DO-10573|Somapacitan|0|3
|DO-06861|Lansoprazole|0|243
|DO-00935|Apraclonidine Hydrochloride|0|6
|DO-08409|Noradrenaline Tartrate|0|156
|DO-03111|Cinchocaine Hydrochloride, Neomycin Sulfate, Tetra|0|1
|DO-01700|Benzocaine, Aluminium Oxide, Magnesium Oxide|0|1
|DO-07792|Mephenesin, Hydroxyethyl Salicylate, Methyl Nicoti|0|4
|DO-00320|Aesculus Hippocastanum E Semine Ferm 34c Dil. D2 (|0|1
|DO-11967|Zinc Oxide, Bismuth Subgallate, Tannic Acid|0|1
|DO-05028|Ethylenediamine-N,n&#039;-Diacetic Acid|0|8
|DO-11350|Triamcinolone Acetonide Dipotassium Phosphate|0|2
|DO-04461|Dry Extract Of Birch Leaf (4-8:1), Extraction Solv|0|1
|DO-01917|Betulae Folium, Solidaginis Herba, Orthosiphon Fol|0|1
|DO-10733|Strychnos Nux-Vomica Dil. D4, Syzygium Cumini Moth|0|1
|DO-07021|Levomenthol, Eucalyptus Oil, Pumilio Pine Oil|0|4
|DO-01095|Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Ha|0|1
|DO-03271|Clotrimazole Ph. Eur.|0|2
|DO-06190|Hydralazine Hydrochloride|0|11
|DO-02528|Carbimazole|0|39
|DO-09884|Rilpivirine, Dolutegravir|0|4
|DO-00480|Alpha Amylase|0|12
|DO-05188|Ezetimibe, Bempedoic Acid|0|4
|DO-09267|Potassium Chloride Ph. Eur., Sodium Citrate Ph. Eu|0|2
|DO-11510|Urtica Dioica L.|0|20
|DO-04621|Echinacea Dil. D12, Kalium Bichromicum Dil. D12, H|0|1
|DO-02077|Bryonia C3, Pulsatilla Vulgaris C6, Rumex Crispus |0|1
|DO-08650|Panax Ginseng Root|0|2
|DO-10893|Taraxacum Officinale Root, Uva Ursi Dry Extract, B|0|1
|DO-07181|Liquid Extract From Melissa Leaves (1: 1), Extract|0|1
|DO-03431|Colon Suis Gl Dil. D5 (Hab, Vs. 41c)|0|1
|DO-06350|Hyperici Herba|0|9
|DO-02688|Ceftriaxone Disodium Hydrate|0|4
|DO-10044|Sandalwood Oil|0|1
|DO-03810|Denotivir|0|1
|DO-05603|Galsulfase|0|4
|DO-05348|Flucloxacillin|0|93
|DO-09427|Pridinol Hydrochloride|0|1
|DO-04781|Ephedrine Laevulinate, Calcium Laevulinate, Silver|0|1
|DO-02237|Calcium Carbonicum Hahnemanni Dil D6, Sulfur Dil. |0|1
|DO-08810|Pegzilarginase|0|4
|DO-07961|Metronidazole Benzoate|0|4
|DO-01252|Ascorbic Acid, Colecalciferol, Calcium, Pyridoxine|0|1
|DO-03591|Cuprum Aceticum D4, Atropa Belladonna Dil. D4, Psy|0|1
|DO-07344|Lycopodium D 30, Anacardium D6, Phosphorus D6, Kal|0|1
|DO-06510|Inotuzumab Ozogamicin|0|4
|DO-02848|China Dil. D3, Bryonia Mother Tincture, Ledum Dil |0|1
|DO-10204|Sildenafil|0|495
|DO-03970|Diazepam|0|206
|DO-05763|Glucose 1-Phosphate Disodium Tetrahydrate|0|5
|DO-09587|Pulsatilla Pratensis Dil. D 10, Conium Maculatum D|0|1
|DO-02397|Calendula Officinalis Fresh Plant, Hypericum Perfo|0|1
|DO-08970|Phenylbutazone Sodium, Lidocaine Hydrochloride|0|1
|DO-00647|Aminosalicylate Sodium Dihydrate|0|1
|DO-08121|Mycosarcoma Maydis (Dc.) Bref., Whole|0|4
|DO-01412|Aurum Metallicum Dil. D14 Aquos., Camphora Dil. D3|0|2
|DO-07504|Magnesium Phosphoricum Acidum Dil. D6, Onopordum A|0|1
|DO-06670|Jasmine Extract|0|1
|DO-03008|Cholesterolum Dil D2, Silybum Marianum Dil. D1, Ch|0|1
|DO-00032|4-Fluoro-N-[2-[4-(2-Methoxyphenyl)piperazin-1-Yl]e|0|1
|DO-11679|Valine, Arginine Glutamate, Alanine, Isoleucine, L|0|8
|DO-04130|Diphtheria Toxoid, Tetanus Toxoid, Pertussis Toxoi|0|2
|DO-05923|Guaifenesin, Paracetamol, Anhydrous Caffeine|0|1
|DO-11062|Thiamine Hydrochloride, Ascorbic Acid, Folic Acid,|0|1
|DO-10445|Sodium Isospaglumate|0|1
|DO-09130|Pirfenidone|0|197
|DO-06733|Kalmia Latifolia Dil. D 2, Adonis Vernalis Dil. D4|0|1
|DO-00807|Anhydrous Azithromycin|0|2
|DO-08281|Neomycin, Chlorobutanol, Menthol, Camphor, Cineole|0|1
|DO-01572|Bay Leaf|0|7
|DO-07664|Medulla Ossium Rubra Bovis Gl Dil. D5 (Hab, Vs. 41|0|1
|DO-00192|Acidum Hydrofluoricum Dil. D12, Talpa Europaea Dil|0|1
|DO-11839|Viscum Album M, Herba Rec., Ferm. Aqu. Extr. 1:5|0|3
|DO-06083|Hepatitis A Virus (Inactivated), Aluminium Hydroxi|0|8
|DO-04900|Erythromycin Propionate|0|2
|DO-11222|Tincture From Hawthorn Leaf And Flower (1:10), Ext|0|1
|DO-04333|Dry Extract From Agnus Castus Fruit (7-13:1), Extr|0|4
|DO-10605|Soya-Bean Oil Refined|0|3
|DO-06893|Lavandulae Flos, Melissa Leaf, Menthae Piperitae F|0|1
|DO-00967|Arctium Lappa Root, Cryoground|0|1
|DO-08441|Nystatin, Hydrocortisone Acetate Ph. Eur.|0|1
|DO-03143|Ciprofloxacin|0|328
|DO-01732|Benzoxonium Chloride, Lidocaine Hydrochloride|0|6
|DO-07824|Mercurius Sublimatus Corrosivus Dil. D5, Acidum Ph|0|1
|DO-09756|Renes Bovis Gl Dil. D4 (Hab, Vs. 41a)|0|1
|DO-00352|Agomelatine Citric Acid|0|9
|DO-11999|Zincum Isovalerianicum D30, Coffea Arabica D10, He|0|1
|DO-05060|Eucalyptus Leaf|0|2
|DO-09139|Pisum Sativum|0|5
|DO-11382|Trifluridine, Tipiracil Hydrochloride|0|4
|DO-04493|Dry Extract Of Hederae Folium (Der 4-8:1), Extract|0|53
|DO-01949|Bioactive Concentrate Of Small Marine Fish|0|1
|DO-10765|Sulfadiazine, Trimethoprim|0|2
|DO-07053|Levothyroxine, Escin|0|1
|DO-01127|Arnica, Planta Tota 2b Ø|0|2
|DO-03303|Cobamamide, Levocarnitine|0|1
|DO-06222|Hydrastis Canadensis, Hydrargyrum Biiodatum D3, Ac|0|1
|DO-02560|Carbon Dioxide, Sodium Ion, Chloride Ion|0|1
|DO-09916|Romosozumab|0|4
|DO-03682|Cypripedium Pubescens D3, Cimicifuga Racemosa Dil.|0|1
|DO-00512|Aluminium Hydroxide|0|2
|DO-05220|Fennel Seed|0|1
|DO-09299|Potassium Chloride, Sodium Chloride, Lactobacillus|0|1
|DO-11542|Valerian Root Dry Extract (5.3-6.6:1), Extraction |0|1
|DO-04653|Echinacea Mother Tincture, Thuja Dil D1, Baptisia |0|1
|DO-02109|Bryonia Trit. D 3, Thuja Occidentale Trit. D 12, A|0|1
|DO-08682|Papaverine Hydrochloride, Charcoal, Activated|0|1
|DO-10925|Taurine, Glycine, Olive Oil, Refined, Soya-Bean Oi|0|1
|DO-07213|Liquid Extract Of Passionflower Herb (1:6-10), Ext|0|1
|DO-03463|Convallaria Majalis Urtinktur, Crataegus Mother Ti|0|1
|DO-06382|Hypericum Perforatum Mother Tincture|0|1
|DO-02720|Cerebellum Bovis Gl Dil. D8 (Hab, Vs. 41a), Corpor|0|2
|DO-10076|Scopolamine Hydrobromide|0|4
|DO-03842|Desmopressin|0|131
|DO-05635|Gelsemium Sempervirens Dil. D 6, Aurum Metallicum |0|1
|DO-05380|Flumetasone Pivalate (Ph. Eur.), Salicylic Acid Ph|0|1
|DO-09459|Prochlorperazine Maleate, Indometacin, Caffeine|0|2
|DO-04813|Epoprostenol|0|30
|DO-02269|Calcium Chloride, Potassium Chloride, Sodium Aceta|0|1
|DO-08842|Penicillium Roquefortii E Volumine Cellulae (Lyoph|0|1
|DO-07993|Mifamurtide|0|4
|DO-01284|Ascorbic Acid, Paracetamol|0|39
|DO-03623|Cuprum Sulfuricum Dil. D4, Arnica Montana E Florib|0|1
|DO-07376|Macrogol Lauryl Ether, Matricaria Recutita Flower |0|2
|DO-06542|Iobenguane (131i)|0|3
|DO-02880|Chlorhexidine Digluconate Solution Pheur|0|1
|DO-10236|Silybum Marianum Dil. D 3, Pulsatilla Vulgaris D6,|0|1
|DO-04002|Dicobalt Edetate|0|1
|DO-05795|Glycerol, Doconexent, Icosapent, Highly Refined Fi|0|1
|DO-09619|Pyrazinamide Ph. Eur.|0|1
|DO-02429|Camphor, Racemic, Ichthammol|0|1
|DO-09002|Phleum Pratense (225), Aluminium|0|9
|DO-00679|Amlodipine, Hydrochlorothiazide, Ramipril|0|17
|DO-08153|Nalmefene|0|5
|DO-01444|Aurum Metallicum Trit. D6, Myrrha Trit. D3 (Hab, V|0|1
|DO-07536|Maize Starch|0|1
|DO-03040|Cichorium Intybus Var. Sativum Stanno Cultum, Plan|0|1
|DO-00064|Acalabrutinib|0|4
|DO-11711|Vancomycin|0|107
|DO-04162|Discus Intervertebralis Suis D10, Discus Intervert|0|1
|DO-05955|Haemophilus Type B Conjugate Vaccine (Tetanus Toxo|0|3
|DO-11094|Thiocolchicoside|0|43
|DO-10477|Sodium Phosphate Dodecahydrate|0|1
|DO-06765|L-Arginine Hydrochloride|0|1
|DO-00839|Antazoline Mesilate, Naphazoline Nitrate|0|1
|DO-08313|Nettle Root, Cryoground|0|1
|DO-01604|Belladonna D3, Hydrastis D3, Kalium Sulfuricum D4,|0|1
|DO-07696|Melissa Leaf, Malvae Folium|0|1
|DO-00224|Acidum Picrinicum Trit. D6, Strychninum Phosphoric|0|2
|DO-04932|Esmolol Hydrochloride|0|49
|DO-11254|Tiopronin|0|2
|DO-04365|Dry Extract From Devil&#039;s Claw Root (Der 1.5-3:1), |0|4
|DO-10637|Standardized Dry Extract Of Aesculus Hippocastanum|0|1
|DO-06925|Lenvatinib Besilate|0|2
|DO-00999|Argentum Metallicum Praeparatum Dil. D20, Argentum|0|1
|DO-08473|Oculus Totalis Suis D12, Oculus Totalis Suis D200,|0|1
|DO-03175|Citrullus Colocynthis D10, Citrullus Colocynthis D|0|1
|DO-01764|Berberis Vulgaris D12, Cardiospermum Halicacabum D|0|1
|DO-06094|Herpes Simplex Nosode D12, Herpes Simplex Nosode D|0|1
|DO-07856|Metamizole Sodium, Paracetamol, Caffeine, Codeine |0|1
|DO-09788|Retinol Palmitate, Colecalciferol|0|3
|DO-00384|Alendronic Acid, Colecalciferol|0|69
|DO-12031|Zuclopenthixol Decanoate|0|30
|DO-05092|Euphrasia Ø, Lobelia Inflata Dil. D1, Drosera Moth|0|1
|DO-09171|Plantago Lanceolata, Phleum Pratense, Holcus Lanat|0|1
|DO-11414|Triticum Aestivum E Fructibus Germinatis Ferm 33d |0|1
|DO-04525|Dry Extract Of Passion Flower (5-7: 1), Extraction|0|12
|DO-01981|Bisoprolol Fumarate, Perindopril Arginine|0|31
|DO-08554|Orthosiphon Leaves Dry Extract (5-7: 1) Extraction|0|3
|DO-10797|Sulfur Dil. D 8, Pulsatilla Pratensis Dil. D6, Cor|0|1
|DO-07085|Lidocaine Hydrochloride Monohydrate, Metacresol Ph|0|1
|DO-01159|Artemisia Absinthium Ex Herba Siccata, Ethanol. In|0|1
|DO-03335|Codeine Phosphate Hemihydrate Pheur, Caffeine Ph. |0|3
|DO-06254|Hydrocortisone Acetate, Clotrimazole|0|5
|DO-02592|Carum Carvi|0|1
|DO-09948|Rubidium Chloride|0|1
|DO-03714|D-Penicillamine|0|6
|DO-05507|Fosdenopterin|0|4
|DO-00544|Aluminium Phosphate Gel, A/California/7/2009(H1n1)|0|1
|DO-05252|Ferric Citrate|0|5
|DO-09331|Potassium Hydrogen Carbonate, Sodium Hydrogen Carb|0|1
|DO-04685|Edrophonium|0|1
|DO-02141|Bupivacaine Hydrochloride, Morphine Hydrochloride|0|1
|DO-08714|Paracetamol, Codeine Phosphate Hemihydrate|0|134
|DO-10957|Temocillin Sodium|0|8
|DO-07245|Lithium Carbonicum Dil. D3, Atropa Bella-Donna, Be|0|1
|DO-03495|Corallium Rubrum C4, Artemisia Cina C4, Dactylopiu|0|1
|DO-06414|Ibuprofen Sodium|0|18
|DO-02752|Cetrimide, Undecylenic Acid|0|1
|DO-10108|Selenicereus Grandiflorus Dil. D 4, Adonis Vernali|0|1
|DO-03874|Dexamethasone Sodium Metasulphobenzoate|0|3
|DO-05667|Gelsemium Sempervirens Trit. D5, Anamirta Cocculus|0|3
|DO-05412|Fluorometholone Acetate|0|6
|DO-09491|Propofol|0|141
|DO-04845|Equisetum Arvense Ex Herba W 5% (Hab, Vs. 12g Mit |0|1
|DO-02301|Calcium Gluconate Bp|0|1
|DO-08874|Perampanel Hydrate (4:3)|0|1
|DO-08025|Mirtazapine|0|322
|DO-01316|Aspartic Acid, Potassium|0|1
|DO-07408|Magnesium Chloride D1, Magnesium Bromide D4, Magne|0|2
|DO-06574|Ipratropium Bromide Anhydrous|0|12
|DO-02912|Chlorhexidine Gluconate, Ethanol 70% (V/V)|0|1
|DO-11583|Valerianae Radix Pulverata|0|5
|DO-10268|Single-Stranded 5&#039;-Capped Mrna Encoding The N-Term|0|4
|DO-04034|Dihydralazine Sulphate, Hydrated|0|2
|DO-05827|Glycine, Haemophilus Influenzae Type B (Hib), Kleb|0|1
|DO-10966|Tenoxicam|0|22
|DO-09651|Quercus Robur L.|0|25
|DO-09034|Pholcodine Monohydrate|0|2
|DO-00711|Ammonium Chloride, Quillaia Extract|0|1
|DO-08185|Naphazoline Nitrate, Prednisolone|0|1
|DO-01476|Avena Sativa Mother Tincture|0|2
|DO-07568|Mannitol, Histidine, Glutamic Acid, Magnesium Chlo|0|7
|DO-00096|Acetylcarnitine Hydrochloride|0|1
|DO-11743|Veratrum Album D4, Acidum Alpha-Ketoglutaricum D10|0|1
|DO-04194|Distillate Of A Mixture Of Rectified Eucalyptus Oi|0|12
|DO-05987|Harpagophytum Procumbens Mother Tincture|0|1
