|------
|Τμήμα|Έτος|Κωδικός ΚΕΝ|Ασφαλιστικός Φορέας|Πλήθος Νοσηλειών|Συνολικό Βασικό Έσοδο|Συνολική Πρόσθετη Χρέωση|Τελικό Σύνολο Εσόδων
|ΟΡΘΟΠΕΔΙΚΗ|2025|Μ30Α|METLIFE|1|4960.78|2588.04|7548.82
|ΟΡΘΟΠΕΔΙΚΗ|2025|Μ61Χ|ΕΟΠΥΥ|1|2792.10|512.96|3305.06
|ΟΡΘΟΠΕΔΙΚΗ|2025|Μ72Μ|INTERAMERICAN|1|685.42|259.01|944.43
|ΟΡΘΟΠΕΔΙΚΗ|2025|Μ79Χ|ΕΦΚΑ|1|3111.34|216.10|3327.44
|ΟΡΘΟΠΕΔΙΚΗ|2025|Ν23Α|ETHNIKI|1|3838.41|0.00|3838.41
|ΟΡΘΟΠΕΔΙΚΗ|2025|Π04Μβ|ALLIANZ|1|2142.25|0.00|2142.25
|ΟΡΘΟΠΕΔΙΚΗ|2025|Π05Χ|INTERAMERICAN|1|2872.65|717.81|3590.46
|ΟΡΘΟΠΕΔΙΚΗ|2025|Π26Μ|ΕΟΠΥΥ|1|791.00|0.00|791.00
|ΟΡΘΟΠΕΔΙΚΗ|2025|Π27Μ|ΕΟΠΥΥ|1|2005.83|0.00|2005.83
|ΟΡΘΟΠΕΔΙΚΗ|2025|Σ01Χ|ALLIANZ|1|1334.52|0.00|1334.52
|ΟΡΘΟΠΕΔΙΚΗ|2025|Τ05Α|ΕΟΠΥΥ|1|3855.56|0.00|3855.56
|ΟΡΘΟΠΕΔΙΚΗ|2025|Τ27Μγ|METLIFE|1|2367.64|696.69|3064.33
|ΟΡΘΟΠΕΔΙΚΗ|2025|Φ27Χ|NN|1|1730.18|0.00|1730.18
|ΟΡΘΟΠΕΔΙΚΗ|2025|Φ64Μ|NN|1|2610.90|0.00|2610.90
|ΟΡΘΟΠΕΔΙΚΗ|2025|Ω36Μ|GENERALI|1|2208.41|858.25|3066.66
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|W13Α|INTERAMERICAN|1|1149.14|816.54|1965.68
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|Β03Α|GENERALI|1|4962.61|133.45|5096.06
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|Θ01Χ|ETHNIKI|1|4164.15|0.00|4164.15
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|Θ07Α|EUROLIFE|1|4928.32|0.00|4928.32
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|Κ06Μ|INTERAMERICAN|1|1473.21|0.00|1473.21
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|Κ18Μ|NN|1|4143.78|0.00|4143.78
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|Κ38Χ|ΕΟΠΥΥ|1|3943.54|1015.11|4958.65
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|Ν05Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4604.65|202.00|4806.65
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|Ν82Μβ|INTERAMERICAN|1|3993.57|0.00|3993.57
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|Π26Χ|ETHNIKI|1|3340.83|75.22|3416.05
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|Υ05Χ|GENERALI|1|1354.47|306.80|1661.27
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2021|Υ09Μ|ALLIANZ|1|3587.17|0.00|3587.17
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Α12Α|ETHNIKI|1|4372.77|279.24|4652.01
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Δ12Χβ|ETHNIKI|1|2339.84|298.83|2638.67
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Η05Μ|GENERALI|1|4874.92|0.00|4874.92
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Θ20Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1746.64|0.00|1746.64
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Λ02Μ|ΕΟΠΥΥ|1|3408.45|0.00|3408.45
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Μ03Χ|NN|1|3270.84|0.00|3270.84
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Μ63Χ|GENERALI|1|1557.77|2853.20|4410.97
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Ν04Μ|METLIFE|1|4651.31|0.00|4651.31
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Ν31Χ|ALLIANZ|1|537.77|231.28|769.05
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Ν40Α|NN|1|2853.71|819.96|3673.67
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Ξ20Χβ|ETHNIKI|1|961.45|1158.00|2119.45
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Ξ21Χ|GENERALI|1|3425.72|664.80|4090.52
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2022|Σ22Μ|ETHNIKI|1|4580.96|1419.50|6000.46
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2023|Β02Μ|ALLIANZ|1|4360.64|185.26|4545.90
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2023|Η05Μ|GENERALI|1|4874.92|0.00|4874.92
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2023|Κ33Χ|ΕΟΠΥΥ|1|4056.22|0.00|4056.22
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2023|Κ42Μ|ETHNIKI|1|4582.32|682.53|5264.85
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2023|Π11Α|ΕΦΚΑ|1|4523.05|2177.34|6700.39
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2023|Φ02Μ|ETHNIKI|1|1185.19|0.00|1185.19
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|W10Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4034.08|0.00|4034.08
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Α10Χ|ΕΟΠΥΥ|1|1784.37|0.00|1784.37
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Δ27Μ|NN|1|3286.04|1003.45|4289.49
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Δ28Α|ETHNIKI|1|1737.82|939.80|2677.62
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Ε05Α|NN|1|1725.72|0.00|1725.72
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Ε09Β|NN|1|3374.27|0.00|3374.27
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Η05Μ|METLIFE|1|3951.12|0.00|3951.12
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Η08Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|563.93|320.00|883.93
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Θ05Χ|ETHNIKI|1|3700.67|1411.14|5111.81
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Κ07Μα|ΕΟΠΥΥ|1|2730.04|0.00|2730.04
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Κ07Μβ|NN|1|713.46|1257.80|1971.26
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Κ20Α|ΕΦΚΑ|1|773.84|0.00|773.84
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Κ39Μ|EUROLIFE|1|4664.34|1042.44|5706.78
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Κ40Χ|INTERAMERICAN|1|2646.08|0.00|2646.08
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Κ45Μβ|INTERAMERICAN|1|1966.10|434.26|2400.36
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Μ20Α|METLIFE|1|3904.68|0.00|3904.68
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Μ67Χ|ETHNIKI|1|1458.09|0.00|1458.09
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Μ76Μ|ALLIANZ|1|2424.17|692.93|3117.10
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Ν03Μ|ΕΦΚΑ|1|2739.82|0.00|2739.82
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Ν20Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3910.52|0.00|3910.52
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Ν21Χ|INTERAMERICAN|1|4074.34|0.00|4074.34
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Ν22Α|ΕΦΚΑ|1|3495.94|921.06|4417.00
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Ν27Χ|ETHNIKI|1|1385.57|0.00|1385.57
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Ο04Α|ΕΦΚΑ|1|2767.93|106.66|2874.59
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Ο17Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3322.48|267.63|3590.11
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Π50Μ|ETHNIKI|1|2260.88|1169.84|3430.72
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Σ01Μ|METLIFE|1|2965.29|0.00|2965.29
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Υ07Μ|ETHNIKI|1|4148.38|975.90|5124.28
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Υ23Χ|GENERALI|1|2100.48|1427.40|3527.88
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Φ40Α|ETHNIKI|1|1205.65|0.00|1205.65
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2024|Φ63Μ|INTERAMERICAN|1|4661.90|0.00|4661.90
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|S21Χ|ΕΦΚΑ|1|2943.72|1169.10|4112.82
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Α35Μα|ΕΟΠΥΥ|1|3174.59|262.22|3436.81
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Β22Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|854.81|650.07|1504.88
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Γ07Α|METLIFE|1|4310.66|1445.86|5756.52
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Δ28Χ|GENERALI|1|1670.66|744.90|2415.56
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Δ29Χ|ΕΟΠΥΥ|1|925.87|0.00|925.87
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Η40Μβ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2888.39|0.00|2888.39
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Η43Μ|ETHNIKI|1|3646.87|0.00|3646.87
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Θ09Χα|ALLIANZ|1|2575.28|0.00|2575.28
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Ι22Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1971.91|2476.80|4448.71
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Κ15Χ|ΕΟΠΥΥ|1|2824.95|2373.91|5198.86
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Κ17Χ|ΕΦΚΑ|1|2055.34|146.45|2201.79
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Κ19Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|592.87|364.32|957.19
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Κ37Χ|ΕΟΠΥΥ|1|1502.17|1603.70|3105.87
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Μ05Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3640.81|0.00|3640.81
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Μ79Μ|NN|1|1762.74|0.00|1762.74
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Ξ02Χ|ALLIANZ|1|4892.37|990.96|5883.33
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Ο03Α|ALLIANZ|1|1877.58|289.17|2166.75
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Ο21Μ|GENERALI|1|572.34|0.00|572.34
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Π10Μ|ΕΟΠΥΥ|1|3462.33|1004.04|4466.37
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Ρ05Χ|ALLIANZ|1|4016.49|1713.78|5730.27
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Ρ10Μα|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4368.43|0.00|4368.43
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Τ03Α|ALLIANZ|1|1944.31|0.00|1944.31
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Τ22Α|ΕΟΠΥΥ|1|3859.49|0.00|3859.49
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Υ08Χ|GENERALI|1|557.90|332.13|890.03
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Φ02Μ|ΕΦΚΑ|1|2858.73|0.00|2858.73
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Φ26Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3466.82|0.00|3466.82
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Χ40Α|ΕΦΚΑ|1|3075.34|1781.12|4856.46
|ΟΦΘΑΛΜΟΛΟΓΙΚΗ|2025|Ω01Α|ALLIANZ|1|2381.41|1259.68|3641.09
|ΠΑΘΟΛΟΓΙΚΗ|2021|Α10Μ|ΕΦΚΑ|1|3534.27|0.00|3534.27
|ΠΑΘΟΛΟΓΙΚΗ|2021|Η01Μ|ΕΟΠΥΥ|1|1965.46|0.00|1965.46
|ΠΑΘΟΛΟΓΙΚΗ|2021|Θ06Μ|ΕΟΠΥΥ|1|3039.49|0.00|3039.49
|ΠΑΘΟΛΟΓΙΚΗ|2021|Κ33Χ|METLIFE|1|3234.47|650.60|3885.07
|ΠΑΘΟΛΟΓΙΚΗ|2021|Μ65Χ|INTERAMERICAN|1|829.79|0.00|829.79
|ΠΑΘΟΛΟΓΙΚΗ|2021|Π07Χ|ALLIANZ|1|1203.22|2044.48|3247.70
|ΠΑΘΟΛΟΓΙΚΗ|2021|Π11Α|INTERAMERICAN|1|3215.08|287.92|3503.00
|ΠΑΘΟΛΟΓΙΚΗ|2022|Α25Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2209.24|0.00|2209.24
|ΠΑΘΟΛΟΓΙΚΗ|2022|Γ21Α|EUROLIFE|1|3615.78|279.97|3895.75
|ΠΑΘΟΛΟΓΙΚΗ|2022|Δ22Μ|INTERAMERICAN|1|1852.07|0.00|1852.07
|ΠΑΘΟΛΟΓΙΚΗ|2022|Η44Χ|NN|1|749.82|1164.52|1914.34
|ΠΑΘΟΛΟΓΙΚΗ|2022|Θ20Μ|ΕΦΚΑ|1|3147.04|0.00|3147.04
|ΠΑΘΟΛΟΓΙΚΗ|2022|Μ15Α|METLIFE|1|4748.00|0.00|4748.00
|ΠΑΘΟΛΟΓΙΚΗ|2022|Μ65Μ|ALLIANZ|1|942.09|240.15|1182.24
|ΠΑΘΟΛΟΓΙΚΗ|2022|Ν12Χ|METLIFE|1|4755.65|2063.39|6819.04
|ΠΑΘΟΛΟΓΙΚΗ|2022|Π41Μ|GENERALI|1|2452.57|781.86|3234.43
|ΠΑΘΟΛΟΓΙΚΗ|2022|Ρ01Α|METLIFE|1|3999.46|0.00|3999.46
|ΠΑΘΟΛΟΓΙΚΗ|2023|Α21Χ|METLIFE|1|2353.11|751.36|3104.47
|ΠΑΘΟΛΟΓΙΚΗ|2023|Δ25Χ|ETHNIKI|1|1313.93|0.00|1313.93
|ΠΑΘΟΛΟΓΙΚΗ|2023|Δ28Α|GENERALI|1|4371.91|3204.60|7576.51
|ΠΑΘΟΛΟΓΙΚΗ|2023|Η40Μβ|ALLIANZ|1|4610.09|885.72|5495.81
|ΠΑΘΟΛΟΓΙΚΗ|2023|Η40Μβ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2888.39|609.66|3498.05
|ΠΑΘΟΛΟΓΙΚΗ|2023|Ι22Χ|NN|1|2168.18|1488.06|3656.24
|ΠΑΘΟΛΟΓΙΚΗ|2023|Κ34Μ|ΕΟΠΥΥ|1|3948.98|0.00|3948.98
|ΠΑΘΟΛΟΓΙΚΗ|2023|Μ09Μ|ΕΟΠΥΥ|1|3980.82|0.00|3980.82
|ΠΑΘΟΛΟΓΙΚΗ|2023|Μ77Μ|GENERALI|1|2548.05|0.00|2548.05
|ΠΑΘΟΛΟΓΙΚΗ|2023|Ν12Μ|INTERAMERICAN|1|2688.59|0.00|2688.59
|ΠΑΘΟΛΟΓΙΚΗ|2023|Ο17Α|ALLIANZ|1|2428.68|0.00|2428.68
|ΠΑΘΟΛΟΓΙΚΗ|2023|Π02Χ|GENERALI|1|3255.33|500.94|3756.27
|ΠΑΘΟΛΟΓΙΚΗ|2023|Ρ24Χ|INTERAMERICAN|1|2861.19|604.53|3465.72
|ΠΑΘΟΛΟΓΙΚΗ|2023|Φ24Χ|METLIFE|1|4941.33|830.61|5771.94
|ΠΑΘΟΛΟΓΙΚΗ|2023|Χ43Α|GENERALI|1|947.48|0.00|947.48
|ΠΑΘΟΛΟΓΙΚΗ|2023|Ω14Α|NN|1|4763.12|69.41|4832.53
|ΠΑΘΟΛΟΓΙΚΗ|2024|S21Μ|INTERAMERICAN|1|1495.65|0.00|1495.65
|ΠΑΘΟΛΟΓΙΚΗ|2024|Α12Α|GENERALI|1|2693.37|0.00|2693.37
|ΠΑΘΟΛΟΓΙΚΗ|2024|Α33Χ|INTERAMERICAN|1|1885.57|3216.18|5101.75
|ΠΑΘΟΛΟΓΙΚΗ|2024|Β02Χ|ΕΟΠΥΥ|1|2924.30|0.00|2924.30
|ΠΑΘΟΛΟΓΙΚΗ|2024|Δ01Μ|EUROLIFE|1|4351.66|0.00|4351.66
|ΠΑΘΟΛΟΓΙΚΗ|2024|Δ10Α|METLIFE|1|3309.18|387.10|3696.28
|ΠΑΘΟΛΟΓΙΚΗ|2024|Δ24Μ|GENERALI|1|3073.60|0.00|3073.60
|ΠΑΘΟΛΟΓΙΚΗ|2024|Ε03Α|INTERAMERICAN|1|4554.69|0.00|4554.69
|ΠΑΘΟΛΟΓΙΚΗ|2024|Η43Χ|ETHNIKI|1|3296.80|1486.74|4783.54
|ΠΑΘΟΛΟΓΙΚΗ|2024|Θ09Χβ|ETHNIKI|1|842.69|1372.90|2215.59
|ΠΑΘΟΛΟΓΙΚΗ|2024|Κ12Χ|ΕΟΠΥΥ|1|2551.95|678.36|3230.31
|ΠΑΘΟΛΟΓΙΚΗ|2024|Κ19Α|ALLIANZ|1|2675.33|0.00|2675.33
|ΠΑΘΟΛΟΓΙΚΗ|2024|Κ21Χ|NN|1|3193.94|180.81|3374.75
|ΠΑΘΟΛΟΓΙΚΗ|2024|Κ39Χ|METLIFE|1|2008.05|1034.85|3042.90
|ΠΑΘΟΛΟΓΙΚΗ|2024|Λ21Α|ΕΟΠΥΥ|1|3112.03|366.96|3478.99
|ΠΑΘΟΛΟΓΙΚΗ|2024|Μ18Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3124.96|2581.15|5706.11
|ΠΑΘΟΛΟΓΙΚΗ|2024|Μ31Χ|ΕΦΚΑ|1|1285.23|528.90|1814.13
|ΠΑΘΟΛΟΓΙΚΗ|2024|Μ72Μ|GENERALI|1|2437.73|497.12|2934.85
|ΠΑΘΟΛΟΓΙΚΗ|2024|Μ73Χ|METLIFE|1|692.79|671.28|1364.07
|ΠΑΘΟΛΟΓΙΚΗ|2024|Μ78Μ|ETHNIKI|1|1023.61|0.00|1023.61
|ΠΑΘΟΛΟΓΙΚΗ|2024|Ν20Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1499.52|0.00|1499.52
|ΠΑΘΟΛΟΓΙΚΗ|2024|Ν20Χ|ΕΟΠΥΥ|1|3149.79|462.81|3612.60
|ΠΑΘΟΛΟΓΙΚΗ|2024|Ν30Μβ|METLIFE|1|4756.97|0.00|4756.97
|ΠΑΘΟΛΟΓΙΚΗ|2024|Ξ20Μ|ΕΦΚΑ|1|632.05|0.00|632.05
|ΠΑΘΟΛΟΓΙΚΗ|2024|Ο12Α|METLIFE|1|864.08|1580.28|2444.36
|ΠΑΘΟΛΟΓΙΚΗ|2024|Ο12Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3764.10|894.60|4658.70
|ΠΑΘΟΛΟΓΙΚΗ|2024|Ο15Β|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3056.54|1426.81|4483.35
|ΠΑΘΟΛΟΓΙΚΗ|2024|Π01Μ|METLIFE|1|4866.79|0.00|4866.79
|ΠΑΘΟΛΟΓΙΚΗ|2024|Σ02Χβ|EUROLIFE|1|1945.63|1596.40|3542.03
|ΠΑΘΟΛΟΓΙΚΗ|2024|Σ20Χ|ETHNIKI|1|3272.59|0.00|3272.59
|ΠΑΘΟΛΟΓΙΚΗ|2024|Τ01Α|ETHNIKI|1|2364.43|1198.89|3563.32
|ΠΑΘΟΛΟΓΙΚΗ|2024|Υ22Μ|ΕΟΠΥΥ|1|3144.47|0.00|3144.47
|ΠΑΘΟΛΟΓΙΚΗ|2024|Υ22Χ|GENERALI|1|1682.86|0.00|1682.86
|ΠΑΘΟΛΟΓΙΚΗ|2024|Φ02Μ|INTERAMERICAN|1|1990.81|0.00|1990.81
|ΠΑΘΟΛΟΓΙΚΗ|2025|S24Μ|GENERALI|1|2515.09|408.95|2924.04
|ΠΑΘΟΛΟΓΙΚΗ|2025|Α01Μ|ALLIANZ|1|3541.33|0.00|3541.33
|ΠΑΘΟΛΟΓΙΚΗ|2025|Α02Μα|ETHNIKI|1|2699.61|0.00|2699.61
|ΠΑΘΟΛΟΓΙΚΗ|2025|Α21Μ|ALLIANZ|1|2663.73|105.04|2768.77
|ΠΑΘΟΛΟΓΙΚΗ|2025|Α25Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4469.89|491.64|4961.53
|ΠΑΘΟΛΟΓΙΚΗ|2025|Β01Μ|GENERALI|1|3570.03|1334.58|4904.61
|ΠΑΘΟΛΟΓΙΚΗ|2025|Β01Χ|INTERAMERICAN|1|620.20|0.00|620.20
|ΠΑΘΟΛΟΓΙΚΗ|2025|Β06Μ|ΕΟΠΥΥ|1|1030.19|481.28|1511.47
|ΠΑΘΟΛΟΓΙΚΗ|2025|Β21Α|ETHNIKI|1|3859.37|196.85|4056.22
|ΠΑΘΟΛΟΓΙΚΗ|2025|Β24Α|METLIFE|1|4331.38|1922.30|6253.68
|ΠΑΘΟΛΟΓΙΚΗ|2025|Γ04Χ|GENERALI|1|711.48|0.00|711.48
|ΠΑΘΟΛΟΓΙΚΗ|2025|Δ24Χ|ETHNIKI|1|3799.84|2563.20|6363.04
|ΠΑΘΟΛΟΓΙΚΗ|2025|Ε04Α|INTERAMERICAN|1|906.73|0.00|906.73
|ΠΑΘΟΛΟΓΙΚΗ|2025|Ε11Μ|NN|1|3392.45|0.00|3392.45
|ΠΑΘΟΛΟΓΙΚΗ|2025|Η01Μ|ETHNIKI|1|3991.69|0.00|3991.69
|ΠΑΘΟΛΟΓΙΚΗ|2025|Θ02Χ|INTERAMERICAN|1|4265.78|593.24|4859.02
|ΠΑΘΟΛΟΓΙΚΗ|2025|Θ22Μ|ΕΟΠΥΥ|1|3520.28|0.00|3520.28
|ΠΑΘΟΛΟΓΙΚΗ|2025|Θ23Μ|ETHNIKI|1|3382.86|0.00|3382.86
|ΠΑΘΟΛΟΓΙΚΗ|2025|Ι22Μ|ALLIANZ|1|1665.46|0.00|1665.46
|ΠΑΘΟΛΟΓΙΚΗ|2025|Κ07Μβ|ETHNIKI|1|4026.53|337.14|4363.67
|ΠΑΘΟΛΟΓΙΚΗ|2025|Κ36Μ|METLIFE|1|2669.98|1348.20|4018.18
|ΠΑΘΟΛΟΓΙΚΗ|2025|Μ06Α|ΕΟΠΥΥ|1|3244.07|0.00|3244.07
|ΠΑΘΟΛΟΓΙΚΗ|2025|Μ30Α|ΕΦΚΑ|1|540.84|1817.68|2358.52
|ΠΑΘΟΛΟΓΙΚΗ|2025|Μ32Μα|ETHNIKI|1|4594.01|0.00|4594.01
|ΠΑΘΟΛΟΓΙΚΗ|2025|Μ63Μ|GENERALI|1|4970.29|1526.40|6496.69
|ΠΑΘΟΛΟΓΙΚΗ|2025|Μ67Χ|GENERALI|1|3722.85|0.00|3722.85
|ΠΑΘΟΛΟΓΙΚΗ|2025|Μ74Α|ALLIANZ|1|3915.98|112.82|4028.80
|ΠΑΘΟΛΟΓΙΚΗ|2025|Μ77Χ|INTERAMERICAN|1|2129.67|1208.83|3338.50
|ΠΑΘΟΛΟΓΙΚΗ|2025|Ν06Μ|ETHNIKI|1|744.56|0.00|744.56
|ΠΑΘΟΛΟΓΙΚΗ|2025|Ν12Χ|ΕΟΠΥΥ|1|3532.41|0.00|3532.41
|ΠΑΘΟΛΟΓΙΚΗ|2025|Ν21Μ|ETHNIKI|1|4911.01|0.00|4911.01
|ΠΑΘΟΛΟΓΙΚΗ|2025|Ν24Χ|METLIFE|1|3357.67|698.43|4056.10
|ΠΑΘΟΛΟΓΙΚΗ|2025|Ν30Μα|ALLIANZ|1|4243.62|0.00|4243.62
|ΠΑΘΟΛΟΓΙΚΗ|2025|Ν39Χ|EUROLIFE|1|2823.74|1429.75|4253.49
|ΠΑΘΟΛΟΓΙΚΗ|2025|Ο02Α|ΕΟΠΥΥ|1|4419.85|365.89|4785.74
|ΠΑΘΟΛΟΓΙΚΗ|2025|Ο20Μ|ETHNIKI|1|1785.52|270.27|2055.79
|ΠΑΘΟΛΟΓΙΚΗ|2025|Π11Α|NN|1|2228.42|462.62|2691.04
|ΠΑΘΟΛΟΓΙΚΗ|2025|Σ22Μ|NN|1|3857.95|315.00|4172.95
|ΠΑΘΟΛΟΓΙΚΗ|2025|Τ22Α|ΕΟΠΥΥ|1|3859.49|0.00|3859.49
|ΠΑΘΟΛΟΓΙΚΗ|2025|Τ26Μβ|ALLIANZ|1|973.84|0.00|973.84
|ΠΑΘΟΛΟΓΙΚΗ|2025|Υ06Μ|EUROLIFE|1|3858.42|0.00|3858.42
|ΠΑΘΟΛΟΓΙΚΗ|2025|Υ09Χβ|ALLIANZ|1|1767.79|591.62|2359.41
|ΠΑΘΟΛΟΓΙΚΗ|2025|Υ20Α|EUROLIFE|1|2087.53|1800.59|3888.12
|ΠΑΘΟΛΟΓΙΚΗ|2025|Υ20Μα|METLIFE|1|3653.64|0.00|3653.64
|ΠΑΘΟΛΟΓΙΚΗ|2025|Υ20Μβ|ΕΟΠΥΥ|1|576.25|1505.76|2082.01
|ΠΑΘΟΛΟΓΙΚΗ|2025|Φ10Α|ΕΦΚΑ|1|2283.06|965.88|3248.94
