|------
|Τμήμα|Βάρδια|Τύπος Προσωπικού|Υποκλάση (Ειδικότητα/Βαθμίδα/Ρόλος)|Προγραμματισμένος Αριθμός
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|3
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|1
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|8
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|3
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|3
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|7
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|1
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|1
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|21
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|14
|ΠΑΘΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|7
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|1
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|7
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|6
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|1
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|8
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|2
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|3
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|19
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|18
|ΠΑΘΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|5
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|6
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|3
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|4
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|3
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|3
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|4
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|7
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΨΥΧΙΑΤΡΙΚΗ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|10
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|19
|ΠΑΙΔΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|13
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|4
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|5
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|3
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|2
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|2
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|2
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|2
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|2
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|9
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|2
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|13
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|15
|ΠΑΙΔΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|14
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|4
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|7
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|2
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|2
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|2
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|2
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|8
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΨΥΧΙΑΤΡΙΚΗ|1
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|15
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|14
|ΠΑΙΔΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|13
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|6
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|7
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|2
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|2
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|2
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|7
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|15
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|10
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|17
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|2
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|6
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|5
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|3
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|2
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|3
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|8
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|13
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|10
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|19
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|3
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|3
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|6
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|2
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|2
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|4
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|1
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|8
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|14
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|13
|ΠΝΕΥΜΟΝΟΛΟΓΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|15
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|4
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|5
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|5
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|2
